class,structure,Pv
multidomains,m2n5_15_30_35-88-multidom.pdb,0.30085714
multidomains,m2n3_15_30_35-93-multidom.pdb,0.03
multidomains,m2n2_15_30_40-2-multidom.pdb,0.0
multidomains,m2n5_15_30_32-92-multidom.pdb,0.21553551
multidomains,m2n2_15_30_50-85-multidom.pdb,0.05
multidomains,m2n2_15_30_40-34-multidom.pdb,0.07350427
multidomains,m2n4_15_30_32-94-multidom.pdb,0.0
multidomains,m2n2_15_30_50-145-multidom.pdb,0.0
multidomains,m2n3_15_30_45-143-multidom_wormcoiled_.pdb,0.05461538
multidomains,m7n2_15_30_50-123-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_35-75-multidom.pdb,0.08183761
multidomains,m2n5_15_30_32-12-multidom.pdb,0.05833333
multidomains,m2n1_15_30_100-2-multidom.pdb,0.0
multidomains,m7n2_15_30_50-116-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-74-multidom_wormcoiled_.pdb,0.0
onions,m1n3_15_30_50-34-oni.pdb,0.04
multidomains,m2n3_15_30_35-19-multidom.pdb,0.0
multidomains,m2n3_15_30_45-4-multidom_wormcoiled_.pdb,0.19974603
onions,m1n3_15_30_50-39-oni.pdb,0.03
multidomains,m2n3_15_30_35-17-multidom.pdb,0.0
multidomains,m7n2_15_30_50-46-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-43-multidom_wormcoiled_.pdb,0.04
micelles,m2n1_15_30_100-5-micelle.pdb,0.0
multidomains,m7n2_15_30_50-118-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-122-multidom_wormcoiled_.pdb,0.0
multidomains,m5n2_15_30_50-149-multidom.pdb,0.0
multidomains,m2n2_15_30_40-28-multidom.pdb,0.06
multidomains,m2n2_15_30_40-37-multidom.pdb,0.07833333
multidomains,m7n2_15_30_50-56-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_35-68-multidom.pdb,0.18928571
multidomains,m2n4_15_30_32-1-multidom.pdb,0.0
multidomains,m2n5_15_30_35-84-multidom.pdb,0.30085714
multidomains,m2n2_15_30_50-133-multidom.pdb,0.05833333
micelles,m5n2_15_30_100-10-neckl.pdb,0.0
multidomains,m2n3_15_30_35-37-multidom.pdb,0.0
multidomains,m2n3_15_30_45-29-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n3_15_30_45-133-multidom_wormcoiled_.pdb,0.0
multidomains,m7n2_15_30_50-126-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_40-156-multidom.pdb,0.0
multidomains,m2n2_15_30_50-71-multidom.pdb,0.05380586
multidomains,m2n2_15_30_45-2-multidom.pdb,0.03
multidomains,m2n2_15_30_40-30-multidom.pdb,0.05
multidomains,m7n2_15_30_50-128-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_35-37-multidom.pdb,0.28085714
multidomains,m2n5_15_30_35-30-multidom.pdb,0.07350427
multidomains,m7n2_15_30_50-23-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-93-multidom.pdb,0.17269475
multidomains,m2n4_15_30_32-76-multidom.pdb,0.0
multidomains,m2n5_15_30_32-43-multidom.pdb,0.22553551
multidomains,m2n4_15_30_32-22-multidom.pdb,0.0
onions,m1n3_15_30_50-14-oni.pdb,0.07
multidomains,m2n2_15_30_50-6-multidom.pdb,0.06294872
micelles,m3n3_15_30_50-13-micelle.pdb,0.0
multidomains,m2n2_15_30_40-77-multidom.pdb,0.0
multidomains,m2n3_15_30_45-27-multidom_wormcoiled_.pdb,0.00461538
multidomains,m2n3_15_30_45-39-multidom_wormcoiled_.pdb,0.05461538
onions,m1n3_15_30_50-9-oni.pdb,0.23252381
multidomains,m2n5_15_30_32-7-multidom.pdb,0.07350427
multidomains,m2n4_15_30_32-18-multidom.pdb,0.0
multidomains,m2n2_15_30_50-147-multidom.pdb,0.05
multidomains,m2n2_15_30_40-43-multidom.pdb,0.07929375
multidomains,m2n5_15_30_35-59-multidom.pdb,0.22553551
multidomains,m2n3_15_30_45-129-multidom_wormcoiled_.pdb,0.0
multidomains,m2n5_15_30_32-115-multidom.pdb,0.0
multidomains,m2n5_15_30_35-94-multidom.pdb,0.25386884
onions,m1n3_15_30_50-15-oni.pdb,0.03
multidomains,m2n3_15_30_40-5-wormdom.pdb,0.03
micelles,m2n2_15_30_100-18-micelle.pdb,0.0
multidomains,m7n2_15_30_50-4-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-52-multidom.pdb,0.0
multidomains,m2n5_15_30_32-55-multidom.pdb,0.06350427
multidomains,m2n2_15_30_50-53-multidom.pdb,0.21386884
multidomains,m2n2_15_30_40-103-multidom.pdb,0.0
multidomains,m2n5_15_30_35-40-multidom.pdb,0.18467836
multidomains,m2n2_15_30_40-131-multidom.pdb,0.0
multidomains,m2n5_15_30_35-13-multidom.pdb,0.22553551
multidomains,m2n3_15_30_45-100-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n2_15_30_50-149-multidom.pdb,0.05
multidomains,m2n5_15_30_35-8-multidom.pdb,0.24386884
onions,m1n3_15_30_50-53-oni.pdb,0.05192308
multidomains,m5n2_15_30_50-69-multidom.pdb,0.0
multidomains,m2n3_15_30_35-48-multidom.pdb,0.0
multidomains,m7n2_15_30_50-54-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-57-multidom.pdb,0.0
multidomains,m2n2_15_30_50-57-multidom.pdb,0.09848422
multidomains,m2n3_15_30_45-134-multidom_wormcoiled_.pdb,0.0
multidomains,m2n5_15_30_32-38-multidom.pdb,0.06436142
multidomains,m2n4_15_30_32-121-multidom.pdb,0.0
multidomains,m2n5_15_30_32-82-multidom.pdb,0.02350427
multidomains,m2n3_15_30_40-11-wormdom.pdb,0.06350427
multidomains,m2n3_15_30_45-46-multidom_wormcoiled_.pdb,0.04
multidomains,m2n5_15_30_32-11-multidom.pdb,0.0
multidomains,m7n2_15_30_50-65-multidom_far_.pdb,0.0
multidomains,m5n2_15_30_50-96-multidom.pdb,0.0
multidomains,m2n2_15_30_40-151-multidom.pdb,0.0
multidomains,m7n2_15_30_50-55-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_40-152-multidom.pdb,0.0
cylinders,m2n5_15_30_40-10-cylinder_short.pdb,0.05461538
multidomains,m2n2_15_30_50-26-multidom.pdb,0.05833333
multidomains,m7n2_15_30_50-103-multidom_far_.pdb,0.0
multidomains,m5n2_15_30_50-34-multidom.pdb,0.0
multidomains,m2n3_15_30_45-45-multidom_wormcoiled_.pdb,0.03
multidomains,m2n3_15_30_35-86-multidom.pdb,0.0
multidomains,m7n2_15_30_50-111-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-99-multidom.pdb,0.07848422
multidomains,m2n4_15_30_32-12-multidom.pdb,0.0
multidomains,m2n4_15_30_32-54-multidom.pdb,0.0
onions,m1n3_15_30_50-41-oni.pdb,0.03
multidomains,m2n5_15_30_32-77-multidom.pdb,0.06
multidomains,m5n2_15_30_50-53-multidom.pdb,0.0
multidomains,m2n4_15_30_32-137-multidom.pdb,0.0
multidomains,m2n3_15_30_45-23-multidom_wormcoiled_.pdb,0.0
multidomains,m2n3_15_30_45-79-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n4_15_30_32-85-multidom.pdb,0.0
multidomains,m2n4_15_30_32-70-multidom.pdb,0.0
multidomains,m2n2_15_30_40-158-multidom.pdb,0.0
multidomains,m7n2_15_30_50-19-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_45-10-multidom.pdb,0.06294872
multidomains,m2n4_15_30_32-66-multidom.pdb,0.0
multidomains,m2n2_15_30_50-121-multidom.pdb,0.06294872
multidomains,m2n2_15_30_40-11-multidom.pdb,0.06
multidomains,m2n5_15_30_35-91-multidom.pdb,0.23386884
multidomains,m2n3_15_30_45-148-multidom_wormcoiled_.pdb,0.05
multidomains,m2n4_15_30_32-78-multidom.pdb,0.0
multidomains,m2n2_15_30_40-125-multidom.pdb,0.0
multidomains,m2n3_15_30_45-55-multidom_wormcoiled_.pdb,0.0
multidomains,m2n5_15_30_35-49-multidom.pdb,0.08929375
micelles,m2n2_15_30_100-11-micelle.pdb,0.17919048
multidomains,m2n2_15_30_50-139-multidom.pdb,0.05461538
multidomains,m2n2_15_30_40-31-multidom.pdb,0.11929375
onions,m1n3_15_30_50-47-oni.pdb,0.07192308
multidomains,m5n2_15_30_50-72-multidom.pdb,0.0
multidomains,m2n2_15_30_40-17-multidom.pdb,0.03
multidomains,m2n3_15_30_45-132-multidom_wormcoiled_.pdb,0.0
onions,m1n3_15_30_50-13-oni.pdb,0.3525
multidomains,m2n2_15_30_40-82-multidom.pdb,0.0
multidomains,m2n3_15_30_35-12-multidom.pdb,0.03
multidomains,m2n5_15_30_32-70-multidom.pdb,0.0
multidomains,m2n3_15_30_45-3-multidom.pdb,0.0
micelles,m2n1_15_30_100-6-micelle.pdb,0.0
multidomains,m2n5_15_30_32-127-multidom.pdb,0.0
multidomains,m2n2_15_30_40-73-multidom.pdb,0.03
micelles,m2n3_15_30_50-9-micelle.pdb,0.0
multidomains,m2n3_15_30_45-127-multidom_wormcoiled_.pdb,0.03
multidomains,m2n2_15_30_40-114-multidom.pdb,0.0
onions,m1n3_15_30_50-50-oni.pdb,0.02
multidomains,m2n3_15_30_35-56-multidom.pdb,0.0
multidomains,m2n2_15_30_50-25-multidom.pdb,0.06294872
multidomains,m2n2_15_30_40-135-multidom.pdb,0.0
multidomains,m2n4_15_30_32-143-multidom.pdb,0.0
multidomains,m2n4_15_30_32-131-multidom.pdb,0.0
multidomains,m2n3_15_30_35-79-multidom.pdb,0.03
multidomains,m2n3_15_30_40-3-wormdom.pdb,0.0
multidomains,m5n2_15_30_50-126-multidom.pdb,0.0
cylinders,m2n5_15_30_40-4-cylinder.pdb,0.0
micelles,m5n2_15_30_100-28-neckl.pdb,0.0
multidomains,m2n5_15_30_35-96-multidom.pdb,0.16561905
multidomains,m2n4_15_30_32-106-multidom.pdb,0.0
multidomains,m7n2_15_30_50-132-multidom_far_.pdb,0.0
cylinders,m2n5_15_30_40-1-cylinder_short.pdb,0.03
multidomains,m2n2_15_30_50-116-multidom.pdb,0.03
micelles,m2n3_15_30_45-9-connected-micelles.pdb,0.0
multidomains,m2n4_15_30_32-63-multidom.pdb,0.0
multidomains,m2n3_15_30_45-72-multidom_wormcoiled_.pdb,0.05461538
multidomains,m7n2_15_30_50-139-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-132-multidom.pdb,0.0
multidomains,m2n3_15_30_45-69-multidom_wormcoiled_.pdb,0.05
multidomains,m2n2_15_30_50-32-multidom.pdb,0.05
multidomains,m2n5_15_30_35-5-multidom.pdb,0.06436142
multidomains,m2n5_15_30_32-107-multidom.pdb,0.05929375
multidomains,m2n2_15_30_40-1-multidom.pdb,0.0
multidomains,m2n5_15_30_35-26-multidom.pdb,0.07929375
onions,m1n2_15_30_100-oni.pdb,0.0
multidomains,m5n2_15_30_50-87-multidom.pdb,0.0
multidomains,m2n5_15_30_35-81-multidom.pdb,0.28085714
multidomains,m2n2_15_30_40-155-multidom.pdb,0.0
multidomains,m2n5_15_30_35-62-multidom.pdb,0.29085714
multidomains,m2n2_15_30_50-126-multidom.pdb,0.07350427
multidomains,m7n2_15_30_50-50-multidom_far_.pdb,0.0
multidomains,m5n2_15_30_50-52-multidom.pdb,0.0
multidomains,m5n2_15_30_50-15-multidom.pdb,0.0
multidomains,m7n2_15_30_50-33-multidom_far_.pdb,0.0
micelles,m2n2_15_30_100-17-micelle.pdb,0.06294872
multidomains,m2n3_15_30_45-121-multidom_wormcoiled_.pdb,0.0
multidomains,m2n4_15_30_32-71-multidom.pdb,0.0
multidomains,m2n3_15_30_35-30-multidom.pdb,0.0
multidomains,m2n5_15_30_35-20-multidom.pdb,0.26085714
micelles,m2n5_15_30_40-4-micelle.pdb,0.05
multidomains,m2n5_15_30_32-137-multidom.pdb,0.0
cylinders,m3n3_15_30_50-6-cylinder_short.pdb,0.04
multidomains,m2n2_15_30_40-72-multidom.pdb,0.03
multidomains,m5n2_15_30_50-128-multidom.pdb,0.0
multidomains,m2n3_15_30_45-128-multidom_wormcoiled_.pdb,0.0
multidomains,m2n3_15_30_45-50-multidom_wormcoiled_.pdb,0.0
multidomains,m2n5_15_30_35-45-multidom.pdb,0.20553551
micelles,wedge_p0_C1_23_60_60-116-micelle.pdb,0.28085714285714286
disks,wedge_p0_C1_23_60_60-98-disk.pdb,0.2405355054302423
micelles,wedge_p11_C6__50_50-169-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-36-disk.pdb,0.2055355054302423
micelles,wedge_p11_C6__50_50-134-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-18-disk.pdb,0.29085714285714287
disks,wedge_p0_C1_23_60_60-143-disk.pdb,0.2238688387635756
micelles,wedge_p0_C3_24_40_50-61-vicelle_disk_.pdb,0.17919047619047618
disks,wedge_p0_C1_20_40_40-54-cylinder_disk_.pdb,0.03
disks,wedge_p0_C1_23_60_60-96-disk.pdb,0.23386883876357561
disks,wedge_p0_C3_24_40_40-54-disk.pdb,0.0
disks,wedge_p0_C1_23_60_60-8-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_60_60-217-disk.pdb,0.24386883876357562
disks,wedge_p0_C1_20_40_40-88-disk_perforated_.pdb,0.0
micelles,wedge_p11_C6__50_50-151-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-96-torus.pdb,0.01
micelles,wedge_p0_C1_20_40_40-90-micelle.pdb,0.05
micelles,wedge_p11_C6__50_50-16-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-84-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_40_40-3-micelle_disk_.pdb,0.0538058608058608
disks,wedge_p0_C1_23_60_60-57-disk.pdb,0.08762708052181736
micelles,wedge_p11_C6__50_50-97-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-34-micelle.pdb,0.18085714285714286
micelles,wedge_p0_C1_20_40_40-13-micelle.pdb,0.05
torus,wedge_p0_C1_20_40_40-154-torus_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-31-torus_disk_.pdb,0.05
disks,wedge_p0_C1_23_40_40-45-disk.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-211-disk.pdb,0.1891904761904762
micelles,wedge_p11_C6__50_50-166-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-86-torus_disk_.pdb,0.03
micelles,wedge_p0_C1_23_60_60-28-micelle.pdb,0.18085714285714286
cylinders,wedge_p0_C1_20_40_40-174-cylinder.pdb,0.0
micelles,wedge_p0_C1_23_40_40-38-micelle.pdb,0.0
micelles,wedge_p11_C6__50_50-132-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_40_40-75-disk.pdb,0.05
disks,wedge_p0_C3_24_40_50-133-disk_cylinder_.pdb,0.0
disks,wedge_p0_C3_24_40_50-4-disk.pdb,0.10547252747252747
disks,wedge_p0_C1_23_60_60-21-disk.pdb,0.22553550543024228
micelles,wedge_p11_C6__50_50-139-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-146-disk.pdb,0.05
micelles,wedge_p0_C1_23_60_60-22-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-144-disk.pdb,0.2238688387635756
torus,wedge_p0_C1_20_40_40-24-torus_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-130-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_60_60-201-disk.pdb,0.07015089004562687
disks,wedge_p0_C1_23_60_60-204-disk.pdb,0.24386883876357562
micelles,wedge_p11_C6__50_50-144-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-135-torus_disk_.pdb,0.01
micelles,wedge_p11_C6__50_50-64-micelle_disk_.pdb,0.05
micelles,wedge_p11_C6__50_50-12-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-51-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-52-micelle_disk_.pdb,0.03
cylinders,wedge_p0_C1_20_40_40-59-cylinder.pdb,0.0
micelles,wedge_p11_C6__50_50-162-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-149-disk.pdb,0.07269474969474969
micelles,wedge_p0_C1_23_60_60-139-micelle.pdb,0.22085714285714286
disks,wedge_p0_C1_23_60_60-126-disk.pdb,0.28085714285714286
cylinders,wedge_p0_C1_20_40_40-22-cylinder.pdb,0.03
disks,wedge_p0_C3_24_40_50-5-disk.pdb,0.18807936507936507
disks,wedge_p0_C1_23_60_60-51-disk.pdb,0.2649799498746867
micelles,wedge_p11_C6__50_50-168-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-44-micelle.pdb,0.05
disks,wedge_p0_C1_23_60_60-86-disk.pdb,0.24386883876357562
micelles,wedge_p11_C6__50_50-44-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-11-disk.pdb,0.26752380952380955
disks,wedge_p0_C2_24.5_40_50-7-disk.pdb,0.05
disks,wedge_p0_C3_24_40_50-55-disk.pdb,0.20386883876357562
disks,wedge_p0_C1_23_60_60-191-disk.pdb,0.3016466165413534
disks,wedge_p0_C1_23_60_60-146-disk.pdb,0.20807936507936511
disks,wedge_p0_C3_24_40_50-31-disk.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-1-micelle_disk_.pdb,0.03
torus,wedge_p0_C1_20_40_40-15-torus.pdb,0.0735042735042735
disks,wedge_p0_C1_23_60_60-177-disk.pdb,0.21848422337896026
disks,wedge_p0_C3_24_40_50-135-disk.pdb,0.26085714285714284
micelles,wedge_p0_C1_23_60_60-58-micelle.pdb,0.12350427350427351
disks,wedge_p0_C3_24_40_50-147-disk.pdb,0.20386883876357562
disks,wedge_p0_C3_24_40_50-17-disk.pdb,0.20386883876357562
micelles,wedge_p0_C3_24_40_40-55-micelle.pdb,0.06294871794871795
disks,wedge_p0_C1_23_60_60-59-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_40_40-71-disk.pdb,0.03
disks,wedge_p0_C1_23_60_60-106-disk.pdb,0.24386883876357562
disks,wedge_p0_C1_23_40_40-63-disk.pdb,0.0
disks,wedge_p0_C1_23_60_60-100-disk.pdb,0.23386883876357561
cylinders,wedge_p0_C1_20_40_40-5-cylinder_worm_.pdb,0.0
micelles,wedge_p0_C1_23_40_40-36-micelle_disk_.pdb,0.03
micelles,wedge_p11_C6__50_50-150-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-59-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-166-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_40_40-51-disk.pdb,0.05
disks,wedge_p0_C1_20_40_40-78-disk.pdb,0.03
micelles,wedge_p11_C6__50_50-146-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_40_40-77-disk.pdb,0.05
micelles,wedge_p0_C1_23_40_40-28-micelle.pdb,0.054615384615384614
micelles,wedge_p0_C1_23_60_60-45-micelle.pdb,0.17919047619047618
micelles,wedge_p0_C3_24_40_40-9-micelle.pdb,0.13
micelles,wedge_p0_C1_23_60_60-13-micelle.pdb,0.054615384615384614
perforated vesicles,wedge_p0_C1_20_40_40-150-perfves.pdb,0.06192307692307693
micelles,wedge_p0_C1_23_40_40-35-micelle.pdb,0.05
micelles,wedge_p11_C6__50_50-86-micelle_disk_.pdb,0.0
disks,wedge_p0_C2_24.5_40_50-9-disk.pdb,0.01
disks,wedge_p0_C1_23_60_60-18-disk.pdb,0.2805355054302423
disks,wedge_p0_C3_24_40_50-123-disk.pdb,0.06294871794871795
micelles,wedge_p11_C6__50_50-23-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-93-torus_disk_.pdb,0.0735042735042735
micelles,wedge_p0_C1_23_60_60-54-micelle.pdb,0.07047252747252747
micelles,wedge_p11_C6__50_50-48-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-28-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_40_40-43-micelle_disk_.pdb,0.05
micelles,wedge_p11_C6__50_50-116-micelle_disk_.pdb,0.0
disks,wedge_p0_C3_24_40_50-154-disk.pdb,0.19807936507936508
disks,wedge_p0_C3_24_40_50-138-disk.pdb,0.06436141636141636
micelles,wedge_p11_C6__50_50-30-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-24-disk.pdb,0.24386883876357562
disks,wedge_p0_C1_23_60_60-141-disk.pdb,0.27085714285714285
micelles,wedge_p0_C1_23_60_60-132-micelle.pdb,0.17085714285714285
cylinders,wedge_p0_C1_20_40_40-72-cylinder.pdb,0.0
micelles,wedge_p11_C6__50_50-4-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_20_40_40-85-disk_cylinder_.pdb,0.0
micelles,wedge_p11_C6__50_50-114-micelle_disk_.pdb,0.03
micelles,wedge_p0_C1_23_60_60-62-micelle_disk_.pdb,0.07015089004562687
disks,wedge_p0_C1_23_60_60-17-disk.pdb,0.24386883876357562
torus,wedge_p0_C1_20_40_40-149-torus_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-138-cylinder.pdb,0.0
micelles,wedge_p11_C6__50_50-98-micelle_disk_.pdb,0.0
micelles,wedge_p0_C3_24_40_50-19-micelle.pdb,0.045472527472527474
disks,wedge_p0_C1_23_60_60-164-disk.pdb,0.24386883876357562
torus,wedge_p0_C1_20_40_40-43-torus.pdb,0.10929374718848404
disks,wedge_p0_C1_23_60_60-37-disk.pdb,0.08183760683760682
micelles,wedge_p11_C6__50_50-156-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-128-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-51-micelle.pdb,0.0
disks,wedge_p0_C1_23_60_60-93-disk.pdb,0.2238688387635756
micelles,wedge_p11_C6__50_50-41-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-39-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-61-cylinder.pdb,0.0
micelles,wedge_p0_C1_20_40_40-98-micelle.pdb,0.054615384615384614
cylinders,wedge_p0_C1_20_40_40-99-cylinder_curved_.pdb,0.0
micelles,wedge_p11_C6__50_50-143-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-90-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-104-micelle.pdb,0.0
micelles,wedge_p0_C1_23_60_60-43-micelle.pdb,0.17919047619047618
disks,wedge_p0_C3_24_40_50-83-disk.pdb,0.19974603174603175
micelles,wedge_p11_C6__50_50-102-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-62-micelle_disk_.pdb,0.0
disks,wedge_p0_C2_24.5_40_50-5-disk.pdb,0.07269474969474969
micelles,wedge_p0_C1_20_40_40-2-micelle_disk_.pdb,0.02
micelles,wedge_p0_C1_20_40_40-113-micelle.pdb,0.004615384615384616
disks,wedge_p0_C2_24.5_40_50-45-disk.pdb,0.04
disks,wedge_p0_C2_24.5_40_50-51-disk.pdb,0.06350427350427351
disks,wedge_p0_C1_23_60_60-26-disk.pdb,0.20386883876357562
disks,wedge_p0_C1_23_40_40-39-disk.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-77-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-14-cylinder.pdb,0.0
micelles,wedge_p0_C1_20_40_40-106-micelle.pdb,0.004615384615384616
disks,wedge_p0_C1_23_60_60-173-disk.pdb,0.2238688387635756
micelles,wedge_p11_C6__50_50-35-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-101-micelle.pdb,0.18085714285714286
micelles,wedge_p11_C6__50_50-73-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-175-torus_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-162-torus.pdb,0.05
micelles,wedge_p0_C1_20_40_40-126-micelle.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-236-disk.pdb,0.23386883876357561
cylinders,wedge_p0_C1_20_40_40-17-cylinder_dumbell_.pdb,0.0
micelles,wedge_p11_C6__50_50-89-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-87-cylinder.pdb,0.0
disks,wedge_p0_C1_23_60_60-214-disk.pdb,0.28085714285714286
micelles,wedge_p11_C6__50_50-148-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-57-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-111-torus.pdb,0.0
cylinders,wedge_p0_C2_24.5_40_50-130-cylinder.pdb,0.03
micelles,wedge_p11_C6__50_50-136-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-5-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-174-disk.pdb,0.24386883876357562
torus,wedge_p0_C1_20_40_40-168-torus.pdb,0.03
disks,wedge_p0_C1_23_60_60-107-disk.pdb,0.23386883876357561
disks,wedge_p0_C1_23_60_60-122-disk.pdb,0.25497994987468675
micelles,wedge_p0_C3_24_40_40-17-micelle_disk_.pdb,0.04
torus,wedge_p0_C1_20_40_40-89-torus.pdb,0.07
micelles,wedge_p11_C6__50_50-75-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-118-disk.pdb,0.07015089004562687
micelles,wedge_p11_C6__50_50-131-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-42-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_20_40_40-83-micelle.pdb,0.03
disks,wedge_p0_C1_23_60_60-5-disk.pdb,0.28085714285714286
disks,wedge_p0_C1_23_40_40-56-disk.pdb,0.0735042735042735
micelles,wedge_p0_C1_23_60_60-73-micelle.pdb,0.054615384615384614
micelles,wedge_p0_C1_20_40_40-120-micelle.pdb,0.0
torus,wedge_p0_C1_20_40_40-137-torus_disk_.pdb,0.05
micelles,wedge_p11_C6__50_50-76-micelle_disk_.pdb,0.0
cylinders,wedge_p0_C1_20_40_40-30-cylinder.pdb,0.0
micelles,wedge_p11_C6__50_50-38-micelle_disk_.pdb,0.0
torus,wedge_p0_C1_20_40_40-153-torus_disk_.pdb,0.0735042735042735
disks,wedge_p0_C1_23_40_40-16-disk.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-85-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_60_60-32-disk.pdb,0.0735042735042735
micelles,wedge_p0_C1_23_40_40-41-micelle_disk_.pdb,0.054615384615384614
micelles,wedge_p11_C6__50_50-125-micelle_disk_.pdb,0.0
micelles,wedge_p0_C1_23_60_60-148-micelle.pdb,0.26085714285714284
disks,wedge_p0_C2_24.5_40_50-65-disk.pdb,0.054615384615384614
disks,wedge_p0_C1_23_60_60-168-disk.pdb,0.2238688387635756
disks,wedge_p0_C1_23_60_60-40-disk.pdb,0.10848422337896022
micelles,wedge_p11_C6__50_50-95-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_23_40_40-79-disk.pdb,0.05
micelles,wedge_p11_C6__50_50-3-micelle_disk_.pdb,0.0
micelles,wedge_p11_C6__50_50-11-micelle_disk_.pdb,0.0
disks,wedge_p0_C1_20_40_40-25-disk.pdb,0.0
disks,wedge_p0_C1_23_60_60-145-disk.pdb,0.10848422337896022
disks,wedge_p0_C1_23_60_60-170-disk.pdb,0.25497994987468675
micelles,wedge_p0_C1_20_40_40-124-micelle.pdb,0.05
disks,wedge_p0_C1_23_60_60-172-disk.pdb,0.2649799498746867
disks,wedge_p0_C1_23_60_60-179-disk.pdb,0.19974603174603175
torus,wedge_p0_C1_20_40_40-158-torus.pdb,0.04
disks,wedge_p0_C1_23_60_60-202-disk.pdb,0.11848422337896021
